"gid","featurecla","scalerank","name","name_abb","name_alt","note","delta","dam_name","year","admin","min_zoom","min_label","label","wikidataid","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh","ne_id","name_fa","name_he","name_uk","name_ur","name_zht","geom"
325,"Lake","9",NULL,NULL,NULL,"_untitled_308",NULL,NULL,-99,NULL,"7","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1159110823",NULL,NULL,NULL,NULL,NULL,"0106000020E61000000100000001030000000100000022000000CECF85AB869B57C0B8BA6120521F324011CDCB89439A57C0E030DB3DB62232404ADBD324C69957C0E8BC4636911E32404ADBD324C69957C0D0C7508AFB1132400B84F1E5109A57C00833E220531032406159D914899B57C04870CCB8DB0C324052E4090F2D9C57C028A9EC24E60A3240CFAFB3CEA09C57C080FE1CC7F50732404F3EA66F259D57C020A97D0B15023240F5A288C4BF9D57C0607DBB2285FF314078D7DE044C9D57C050883490C0FB3140099EE98C3D9D57C0902ECBA861F7314016309ED4A29D57C0803944169DF331405AED3FF9939E57C038D92BED80F13140389DE107A09E57C0D86B245ABBFC3140E2A727FC419E57C0E8F7FE6B67013240C03AE4C8449D57C048D9092023033240AF02CCE1D79D57C0A897555C1C0832409B273DF63F9D57C0E0251584070C3240C21DFF863B9C57C0089C8EA16B0F3240CECF85AB869B57C0C85EA409E3123240F6A5755F9C9B57C038EF48470D163240341A3DE05A9C57C050B628DB021832407D5D70C76D9D57C00833513A241932405AED3FF9939E57C0B097338FBE19324065B9BEC40BA157C0B097338FBE1932402825256767A157C080954E797F1A32408ACC659710A157C078C3F5774E1C32409941359D6CA057C0003E39C1301E3240F59F9B29E39F57C0B8BA6120521F3240890C0A51DC9E57C0D03B54ABF11E32403980FCC5969D57C0C88CBA21831D3240ECB6371C629C57C0B0747417FC1C3240CECF85AB869B57C0B8BA6120521F3240"
1174,"Reservoir","4","Kakhovka Reservoir","Kakhovka Res.",NULL,NULL,NULL,NULL,1956,NULL,"4","5","Kakhovka Reservoir","Q1540436","خزان كاخوفكا","কাখোভকা রিজার্ভার","Kachowkaer Stausee","Kakhovka","Kajovka","Kakhovka","Τεχνητή Λίμνη Κάκοβα","कखोवका जलाशय","Kakhovka-víztározó","Reservoir Kakhovka","Serbatoio di Kachovka","カホフカ貯水池","카호브카 저수지","Kakhovka","Zbiornik Kachowski","Represa de Kakhovka","Каховское водохранилище","Kachovka-reservoaren","Kakhovka Rezervuarı","chứa nước Kakhovka","卡霍夫卡水库","1159124989","مخزن سد کاخووکا","מאגר קאחובקה","Каховське водосховище","کاکھوا ریزروائر","卡霍夫卡水庫","0106000020E610000001000000010300000001000000F10000007C88649243A94140F8476EA58AC6474050EF2BFD1CA941401C9BB9315BC44740447A5CF7C0A94140D8DD170D6AC347409409571DE3A84140286D12338CC247408494871787A941407C65B9D9C6C047401CA759DE87A741407CC242D59BBF4740C42EFBAAE4A44140C0451A767ABE474094F24B1193A34140AC8A5D67C8BC4740A80A921B1AA441406C93F1BEC4B947409895C215BEA441400CB2E60A09B84740F030E0C023A441407059273BB2B747403C7AEDDDEFA0414008493A8AF0B84740DC98E229349F4140749F144408BA4740704208701C9E4140F06ABE037CBA4740F0D3E7AB7D9C4140D0DDA8F398BA4740C09738122C9B41407CAB37C94BBA47404086A14962984140C42E0F6A2AB94740083ECF2ACD96414008493A8AF0B847406C4E4DC2BD8C4140206DA319BBB947409C166854EA894140BC22ECE4E6B847400484DE0081874140589E6A2C00B64740908A8D423E85414068133A325CB54740188519FFB7824140CCBA7A6205B5474010BF7469F97B4140109BDBFEB8B2474054C2947D6F7641407C4E3FB4A5B247401028B2D04072414044E3AD1D4EB447400CCBB9BB9A6A4140206DA319BBB94740EC26999F6765414020A76D9DCDBB4740E077FF15F9634140AC8A5D67C8BC4740D425EF875F614140B473C17449C04740D88E9B08786041407C65B9D9C6C04740F83E70901D5D414064E4C64E27C147409C691948D4524140884E1DE747C44740CC8EBDD5D54E414060585B564CC54740D883D54EC949414064C107D764C44740B80274AA584141407C65B9D9C6C04740289FCC53F53B414050290A4075BF4740B8B12F0125314140F4EA7590E4BE4740548A3744132D4140E02FB98132BD4740D41B1780742B4140C068D9ED3CBB4740E8F99206E929414008493A8AF0B84740F4CBEB071A28414034A8A89B04B74740C4ECC5699D25414018843F0C3AB647406CBAE5257F1C414068133A325CB54740E491D437940B41403811551C1DB647403CAD3A569106414068133A325CB54740D4BF0C1D92044140D02327E31DB4474004C2F132D1034140FC8295F431B247404CE83FD8DA0341406413CB188BAC4740E4B493AF5608414064B6411DB6AD4740B4A6FA2DA51141408443572D99AD474078AFFD9E72174140C83AC3D59CB04740DCF9B4D3461841400855EEF562B04740E405D8588A1841403857D30BA2AF47409CDF89B38018414004B277F137AF474088C743A9F91741406859B821E1AE474040672B80DD1541409CC449B838AD4740C49B81C0691541406413CB188BAC4740C032D53F5116414034D71B7F39AB4740F8C094673C1A414078B77C1BEDA84740BC49E04BA11B4140F8485C574EA74740547F718A6416414034FADAF6FBA74740A477A917CE0B41400C3EE3E912AB47403CAD3A56910641409CE70830FBA947401CE65AC29B044140BCD1A73BB3A84740082B9EB3E9024140A816EB2C01A74740703B8B64AB014140A8DC20A9EEA447400CF1D32FD700414074B70D021CA0474030E795C0D2FF4040A8229F98739E4740BC904CEDE9F54040549335598096474030AD5C23EFF4404050F0BE54559547400C7DD00EE1F3404048AAD14BFF92474070EA46BB77F140403CFB37C2909147400C66C50291EE4040F03173185C904740BCF9895431EC404070C35254BD8E4740C46236D549EB40409C22C165D18C4740F4641BEB88EA404044AA62322E8A47403CE8F28B67E94040888AC3CEE187474088D476AD5EE74040B080855FDD864740EC41ED59F5E44040081CA30A438647405CC73AF741DA40403CCDB2901F7E4740D8EF6DB28AD94040F80F116C2E7D47405018A16DD3D84040B0AFF842127B47402073455369D8404040B6A784CF78474000E62F4386D840405CA0469087774740E49E073CF9DA4040A4231E31667647409855FA1E2DDE4040BCA410BC0576474018DB25EF1BE54040E83D49512C76474018DB25EF1BE5404038CD43774E75474050AF63068CE24040AC8CCAB17E754740B8288E1E95D740402C1EAAEDDF73474094558B055CD540409C3ABA23E5724740E84D32AC96D34040B01836AA5971474068DF11E8F7D140408C453391206F47402CE81459C5D740408C453391206F47401CAD0FD77BDA4040E4E0503C866E47405CC73AF741DA4040F8BECCC2FA6C47407CB1D902FAD840407CF32203876C474020397BCF56D640402C6428DD646D4740ACD67D90FBD44040F8BECCC2FA6C47405098E9E06AD440405C660DF3A36C47405C0DB9E6C6D34040C41971A8906C47409C846D0262D24040C41971A8906C4740B405608D01D2404008349CC8566C4740242270C306D14040683866F4D46A474048DEF8B61EC5404034930ADA6A6A4740E470820A88C7404070448979186B4740BC7AC0798CC84040C41971A8906C4740D092068413C940407021CA01566E47401450A8A804CA4040D002D5B511704740189695B15ACC40409897431FBA7147406CC806DCA7CC4040780A2E0FD77147403CC621C668CD4040B85E23B3AF734740AC1CFC7F80CE404048C2CA09137947401067B3B454CF4040A097B2388B7A4740F41F8BADC7D14040F80F116C2E7D47407CF757F27ED24040244CC005807E474068DF11E8F7D14040E8D40BEAE47F4740943E80F90BD040408C96773A547F47403CC621C668CD4040D4BCC5DF5D7F4740EC59E61709CB40407C21A834F87F47401450A8A804CA404080C41E3923814740580D4ACDF5CA4040A4F4AA4D31824740D858AB19D2CF40400CA80E031E82474068DF11E8F7D14040A49721525C834740242270C306D14040A02E75D14384474068DF11E8F7D14040209D9595E2854740F4595531DAD34040DCBC34F92E8847402C0BD4D087D4404008F9E39280894740FC08EFBA48D54040B023FC630888474068BC527035D54040F09AB07FA3864740ECF0A8B0C1D44040509F7AAB218547402C0BD4D087D44040A49721525C834740C434B1A3D8D740403012659B3E85474024AD7EF04CE34040604E834E618F474050E92D8A9EE44040A0A278F23991474018DB25EF1BE54040281DBC3B1C934740E435CAD4B1E44040245786BF2E95474074DFEF1A9AE34040488712D43C964740AC10B72DDFDF404078C3C16D8E97474004E69E5C57E1404088DB077815984740B456A43635E240406042CFE2EE974740D07A0DC6FFE24040C0E90F1398974740FCB6BC5F51E4404078C3C16D8E9747400820D8F93AEC404030E360D1DA9947408482445267F6404060D9917BA7A14740144375A49FFA40406059490810A6474054976A4878FC4040D89887CFA8AA47407C53625561F94040C0F4D5CC46AE47406875E6CEECFA40406859B821E1AE47407C30A3DD9EFC4040283F8D011BAF474088DF3C670DFE4040C4974CD171AF4740E41DD1169EFE40407C14753093B0474088DF3C670DFE4040281CCE8958B24740843CC662E2FC4040E8A4196EBDB34740387301B9ADFB404058FBF327D5B44740DC346D091DFB40409CB8954CC6B54740989A8A5CEEF64040F8D36A8494B947407C7621CD23F64040804EAECD76BB47402CC4672F3FFA4040804EAECD76BB47405CC64C457EF94040183EC11CB5BC47408825BB5692F74040B02DD46BF3BD474024DB0322BEF64040883712DBF7BE474010C3BD1737F640402C3348AF79C04740746AFE47E0F54040884E1DE747C447403050D3271AF64040F4A4F7A05FC5474010C3BD1737F640402CEDC9BFF4C6474024DB0322BEF64040903781F4C8C747403CFF6CB188F74040903781F4C8C747405CC64C457EF9404094FDB670B6C547400CDAC82387FB404080E570662FC547403CB9EEC103FE404094FDB670B6C547403C962F4A41014140E0C67B1AEBC64740F086ECB087064140D08B7698A1C947406423B473F5094140A089918262CA4740D0B358B11F0D4140BC73308E1AC94740E0A8DF43E4104140CC0BBF0B39C54740B4497132D0124140A0CF0F72E7C34740DC1C744B09154140D8DD170D6AC34740F0EE3B660B1C4140D8DD170D6AC34740B860EB57F1204140903781F4C8C74740B860EB57F120414040A886CEA6C84740D810C0DF961D4140C4B91D9770CB4740C0EC5650CC1C4140381C1BD6CBCC474014C23E7F441E41403CBF91DAF6CD474058B9AA27482141407064EDF460CE4740BC03625C1C224140ACDBA110FCCC47407CE9363C5622414088089FF7C2CA474034665F9B7723414040A886CEA6C84740DC6DB8F43C254140947D6EFD1ECA4740C88F3C6EC82641402CCA0A4832CA4740B0EB8A6B662A414040A886CEA6C847404C218BC3FA2D4140903781F4C8C74740B46B42F8CE2E4140E8D29E9F2EC7474074F48DDC33304140203E303686C547405C739B519430414038BF22C125C54740AC3C60FBC8314140EC98D41B1CC5474084469E6ACD324140F4A4F7A05FC5474090AFB904B73A414094DAF7F8F3C84740A0C7FF0E3E3B4140A4F23D037BC94740AC9958106F394140DCDD86263BCC474068B9F773BB3B4140F0F5CC30C2CC47404C89DA787E434140F801F0B505CD474018D8CAF2A14B414044CBB45F3ACE4740E40FB060754E41403CBF91DAF6CD4740C8C88759E850414064B5536BF2CC474068A1FEB5A7554140947D6EFD1ECA47406C664680D17241409C09DAF5F9C54740E448FB4B9578414050E38B50F0C5474034927782327E4140C845898F4BC74740ECEBE06991824140F824AF2DC8C947407C895244078A414000EB53C386D047408CDB62D2A08C4140D82E5CB69DD347409C2D73603A8F4140E4BA36C849D84740D075457FCF904140B838093F73DD47407437B1CF3E904140E451F96002E24740FCF77208A68B4140A04ED94C8CE747400C6D420E028B4140BC15B9E081E947401456A61B838E41404833732E8FEC474048FB0136ED8E414088AA274A2AEB47403C29A934BC904140C47E65619AE8474024A8B6A91C9141405C34AE2CC6E74740A87F83EED3914140842A70BDC1E64740A050A1F1CD94414004BC4FF922E54740DC0120917B954140A07198C44EE447407C5ADF60D29541406829C6A5B9E247400032ACA589964140D039B3567BE14740347A7EC41E984140B472D3C285DF47403011D2430699414020EC6CF45FDD4740000FED2DC799414010F7E5619BD94740D8182B9DCB9A4140C896CD387FD74740BC2E8C91139C41405034D0F923D6474008321BBF5A9F414094143196D7D347403C7AEDDDEFA0414060CC5E7742D24740A0C4A412C4A141404C11A26890D04740F8998C413CA341404891EADB27CC4740FC3C034667A44140A089918262CA4740FCDF794A92A5414018B2C43DABC947409872039EFBA7414040A886CEA6C847409409571DE3A84140903781F4C8C747407C88649243A94140F8476EA58AC64740"
51,"Lake","4",NULL,NULL,NULL,"_untitled_9",NULL,NULL,-99,NULL,"4","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1159107149",NULL,NULL,NULL,NULL,NULL,"0106000020E61000000100000001030000000100000021000000F825A059712B52C0FEEF7472C36B5440A330E64D132B52C005394F16F66B54409C582230FA3952C0C33EF6D2156B5440A1E1A08DF83752C0C6E16CD7406C54403DE9ED195B1952C0120CB17E5B6E5440D8F03AA6BDFA51C05E36F5257670544074F8873220DC51C0AA6039CD907254401000D5BE82BD51C0F68A7D74AB745440AC07224BE59E51C041B5C11BC6765440480F6FD7478051C08DDF05C3E0785440E316BC63AA6151C0D9094A6AFB7A54407F1E09F00C4351C025348E11167D5440D7D60BDD7B4351C025348E11167D54402F92FB64C74151C002E42F20227D544024090EEEF73A51C09F5CC1CC5E7C54405971B2E9723B51C0F8F7DE77C47B544067E39454F23C51C05193FC222A7B54409A681E92763E51C0B6FD8534E47A5440DC6A50F4285851C0271A966AE97954402EB7B9C5A25B51C0C492271726795440F1FF60F03B5F51C00953B6D6F37754401332ECED627D51C0B926D1C4E4755440366477EB899B51C069FAEBB2D5735440589602E9B0B951C019CE06A1C67154407AC88DE6D7D751C0C8A1218FB76F54409CFA18E4FEF551C078753C7DA86D5440BF2CA4E1251452C02849576B996B5440E15E2FDF4C3252C0D81C72598A695440B6C209AF493452C0CB6AEB343F6A5440FBE8E83A822B52C0B5AC418BB06A5440FBE8E83A822B52C0C33EF6D2156B54403DE3417E622C52C0C33EF6D2156B5440F825A059712B52C0FEEF7472C36B5440"
1271,"Alkaline Lake","8",NULL,NULL,NULL,"_untitled_84",NULL,NULL,-99,NULL,"6","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1159126309",NULL,NULL,NULL,NULL,NULL,"0106000020E6100000010000000103000000010000001C000000DE01D2F0BD206040B07C44B7B06037C0967EFA4FDF216040A8CD1947136837C0DA5B6E51B621604050EC7DAC286F37C07C5A91C0142160400823281CC57637C0E0C41AD2CE20604038BCCFCABC7F37C05647EAED0F216040C87C001DF58337C02A084EB9E1216040F0CFBAC2968A37C09C048C1201226040A82924AAF58E37C0A4139C3221206040E071F6C88A9037C0E6537365861A6040B887798A308037C06C6BE46309196040D8DAC416017E37C0A479ECFE8B186040104656AD587C37C0CA6FAE8F8717604060BE45C72A7637C04CE1BBEE02176040587858BED47337C07CA6E9E552166040F82DA189007337C0E21073F70C166040E0ACAEFE607337C0185C32B17E15604018F5801DF67437C07CC6BBC238156040A8411D68097537C074BA983DF514604070909EC85B7437C0DCAAB311D1146040B81376693A7337C0D824224FAF14604000974D0A197237C0887842E7831460400000FA8A317137C03629EC7A2D136040B0F047D8A66D37C02A973733C8126040E85BD96EFE6B37C0CE38D1A65113604018817DFCFF6737C0806C1F6240146040708547287E6637C032175ED901206040783472981B5F37C0DE01D2F0BD206040B07C44B7B06037C0"
184,"Lake","7",NULL,NULL,NULL,"_untitled_101",NULL,NULL,-99,NULL,"5.7","6.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1159108953",NULL,NULL,NULL,NULL,NULL,"0106000020E610000001000000010300000001000000180000009E03D69CF60F5CC0A05AFDC3E9BB44401586A5B837105CC088D90A394ABC444008D41E94EC105CC09C94C747FCBD4440E1FD2EE0D6105CC0DC8B33F0FFC04440E929244200105CC06C6F23BAFAC14440474BD3AF870F5CC0909FAFCE08C34440F6DBAA664B0F5CC0609DCAB8C9C3444084DF6C0D2C0F5CC0F4E96603DDC344401020E6D2FB0E5CC0A0B7F5D88FC344401E95B5D8570E5CC0B02CC5DEEBC24440505AE3CFA70D5CC0183DB28FADC14440CD455F6C010D5CC0483F97A5ECC044404F7AB5AC8D0C5CC0C067CA6035C04440D57154CE2A0C5CC0C8D076E14DBF4440ABD81B39040C5CC0ACAC0D5283BE4440ABD81B39040C5CC0B415BAD29BBD44401B1211B1120C5CC090E52DBE8DBC44408FD197EB420C5CC05434AF1EE0BB44405400476FAF0C5CC0A05AFDC3E9BB444069BB037E610E5CC0B87E6653B4BC4440F31862853A0F5CC0B87E6653B4BC4440B9471109A70F5CC01C26A7835DBC44409A7D44DAD40F5CC07CCDE7B306BC44409E03D69CF60F5CC0A05AFDC3E9BB4440"
